titre,domaine,type_news
هذا المقطع يعود لتدريبات عسكرية في أمريكا وليس لمناورات الأسد الافريقي في المغرب,,مضلل
هذه الصورة ليست لنزول الجيش المغربي في المحبس بل تعود لتدريب عسكري عام 2001,,مضلل
لا يوجد حمام اسمه البجع الناقل وهذه الصور ومقاطع الفيديو هي مزحة,,زائف
لا، لم يسجل أي انهيار في سد إليسو التركي، وادعاء وجود إعلان رسمي في الموضوع زائف,,زائف
هذه صورة قديمة لإحراق واجهة مصرف في كسروان، ولا علاقة لها بالاحتجاجات الحالية في المدن اللبنانية,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
وحيد القرن لم ينقرض وصورة الادعاء تعود لأنثى وحيد القرن الأبيض الشمالي وهي على قيد الحياة,,زائف
هذا المقطع يُظهر مجسما للفنان الأمريكي روب كوبسكي ، وليس ذئبا بشريا صُوّر في السعودية,,زائف
هذه الصور تعود إلى مطاري مسقط وجدة وليس مطار وهران الجديد في الجزائر,,مضلل
هذه الصور معدلة، وتعود لطفلة ولدت بدون أسنان كاملة في أمريكا وليس رومانيا,,زائف
هذه الصورة قديمة تعود لعام 2013 ويظهر فيها شاطئ في البرازيل وليس الصين,,مضلل
هذه الصورة تظهر تصميما لمشروع برجين في مدينة دبي الإماراتية وليس مسجدا في إندونيسيا,,مضلل
هذا مقطع قديم لاحتراق سيارة في محطة وقود في السعودية وليس في بغداد,,مضلل
ادعاء زائف: سيموت جميع الذين تلقوا لقاح كورونا في غضون عامين,,زائف
هذه الصورة لم يلتقطها الياباني ناكامورا بل الفوتوغرافي كورتيس والتعليق المتداول معها لا مصدر له,,مضلل
هذه مشاهد إطلاق صاروخ تابع لوكالة ناسا وليست شمسا صناعية من صنع الصين,,مضلل
هذا المقطع ليس حقيقي بل هو عمل فني ولا يعود إلى شروق الشمس في القطب الشمالي,,زائف
هذه الصورة مفبركة وتعود الصورة الأصلية لغواص في القوات البحرية الهولندية,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذه الصورة قديمة وتعود لمظاهرات في مدينة الخرطوم السودانية عام 2019,,مضلل
هذا الرجل ألماني وقصة قتله زوجته بسبب الخلاف حول لون سيارته مرسيدس دي 240 زائفة,,مضلل
هذا المقطع حقيقي ويظهر شاب أمريكي يركب طائرة درون اخترعها,,صحيح
هذه الصورة قديمة وتعود إلى حادث سير في الفلبين وليس لمقاطعة شركة كوكاكولا في ماليزيا,,مضلل
هذه الخريطة لا تظهر تتبع نسر مدة عشرين عام، بل توضح مسار عشرين عقاب خلال عام واحد !,,مضلل
طائر العقاب المخادع ليس أكبر طائر على الأرض ولا يملك ريشًا سامًا ولا يخطف أطفال البشر,,زائف جزئي
لم تقدم شركة غوغل استفتاء عن إضافة اسم فلسطين او إسرائيل على خرائطها,,زائف
هذا المقطع المتداول قديم يعود لعام 2020 ولا علاقة له بالمظاهرات التي شهدتها بغداد مؤخرا,,زائف جزئي
هذه الصورة تصميم خيالي وليست مقهى حقيقي في اليونان,,مضلل
هذه صور رجل مكسيكي اعتدت عليه امرأة ومجموعة من الرجال في أمريكا وليس ليبيا,,مضلل
هذا المقطع المتداول تمثيليٌ لم يُصوّر في الهند بل في فنزويلا بغرض المزاح والدعابة,,مضلل
فندق فلوريدا الذي على شكل جيتار ليس من تصميم زها حديد,,زائف جزئي
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذا المقطع المتداول يعود تاريخه لعام ٢٠٢٠ وهو لحريق خط مواد بترولية على طريق الإسماعيلية في مصر,,مضلل
هذا المقطع قديم ويعود لعام 2020 لجنازة في قرية بطحة محافظة قنا المصرية والصوت فيه مفبرك,,مضلل
لم يتم حذف رمز العلم الفلسطيني من قائمة لوحة مفاتيح أجهزة الأندويد,,زائف
هذه الصورة المتداولة قديمة وتعود لعام 2018 لقدم جندي في مشاة البحرية الأمريكية,,مضلل
هذا المقطع المتداول يعود إلى أعمال شغب في مدينة تونس مؤخرًا وليس لشاب فلسطيني,,مضلل
مشاهد هذا المقطع غير حقيقية وتعود بالأصل إلى لعبة محاكاة الكترونية “Arma 3”,,مضلل
هذا المقطع قديم ويعود لعام 2019 لنشر القوات التركية الجيش على الحدود السورية,,مضلل
هذه الصورة لإضاءة برج الساعة في شارع الحبيب بورقيبة في تونس بعلم فلسطين مفبركة,,زائف
هذا المقطع المتداول قديم ويعود لمظاهرة عام 2014 في باريس,,مضلل
هذه الصورة المتداولة مفبركة ،وأهرام الجيزة لم تتم إضاءتها بعلم فلسطين,,زائف
هذه الصورة قديمة وتظهر أضواء طائرة بجانب نيزك في المكسيك وليس سقوط قمر صناعي في المغرب,,مضلل
هذه الصورة مفبركة وتعود للاعب ميسي عام 2007 يدعم فيها عمه,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذه صور شاب من مصر وهو لم يمت وما زال على قيد الحياة,,زائف
هذا تصميم خيالي ولا تعود الصورة إلى فندق في سنغافورة,,مضلل
هذه الصورة مفبركة وتظهر الصورة الأصلية دعم رونالدو لمدينة لوركا عام 2011,,زائف
صورة الممثلة العالمية كريستين ستيوارت بالوشاح الفلسطيني مفبركة,,زائف
هذه الصور قديمة وتعود إلى العراق ولم يعثر على الذهب بعد انحسار نهري دجلة والفرات,,مضلل
هذا المقطع تاريخ يعود لعام 2017 والشخص الموجود في المقطع ليس رئيس السنغال,,مضلل
هذا المقطع يعود لعملية إطلاق نار في كولومبيا وليس له علاقة بمدينة اللد,,مضلل
هذا المقطع قديم يعود لعام 2019 ولا علاقة له بجائحة كورونا أو تخلص الهنود من عبادة أصنامهم,,مضلل
هذا المقطع قديم ومنشور منذ ثلاثة أشهر على الأقل في جنوب سيناء ، والصوت تم تركيبه على المقطع,,مضلل
هذه الصورة المتداولة مفبركة، والصورة الأصلية تحوي شعار شريك اللاعب ليونيل ميسي,,زائف
هذا المقطع المتداول ،منشور منذ مارس ٢٠٢٠ لجنازة وهمية ساخرة في الأردن,,مضلل
فيديو إعلان وزير الطاقة السوداني قطع إثيوبيا إمداد الكهرباء عن السودان مفبرك,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذه صورة معالجة ومعدلة للقمر وليست حقيقية ولم تصدر عن وكالة ناسا,,مضلل
هذا المقطع قديم ويعود إلى عمليات تدريبية في الصين وليس لتفجير مصنع كيماويات في نير عوز,,مضلل
هذا المقطع قديم ويعود تاريخه لعام 2011 في قرية مجدل شمس شمال هضبة الجولان,,مضلل
هذا المقطع قديم ويعود إلى مطاردة سريعة في أمريكا وليس في اللد,,مضلل
هذه الصورة قديمة ونفى محافظ شمال سيناء خبر استقبال الجرحى الفلسطينيين,,مضلل
هذه الصور تعود لمشروع النهر الصناعي العظيم في ليبيا ولا علاقة لها بصحراء سيناء المصرية,,مضلل
هذه الصورة تعود إلى مواجهات قديمة في لبنان وليست في تونس,,مضلل
يعود هذا المقطع إلى عملية إنقاذ عبر طائرة مروحية في أمريكا وليس في مصر,,مضلل
هذا المقطع يظهر سقوط صاروخ روسي عام 2013 ولا علاقة له بالصاروخ الصيني,,مضلل
هذا المقطع يظهر رجوع معززات الدفع لصاروخ ناسا وليس سقوط الصاروخ الصيني في البحر الاسود,,مضلل
هذه الصورة عمل فني ولا تعود إلى لحظة سقوط الصاروخ الصيني,,مضلل
هذا الفيديو يبين مشاهد قديمة لأحداث تعود إلى سوريا وبغداد ولا علاقة له بالصاروخ الصيني,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذا المقطع قديم صُوّر في اليمن عام 2015 ، ولا علاقة له بالمغرب أو سقوط الصاروخ الصيني الشارد,,مضلل
هذا المقطع قديم يعود لعام 2019 ، ولا علاقة له بسقوط الصاروخ الصيني الخارج عن السيطرة,,مضلل
هذا الفيديو قديم يصوّر ظهور نيزك في سماء العراق ولا علاقة له بالصاروخ الصيني,,مضلل
بعض هذه الصور قديمة وتعود لاحتفالات سابقة في الهند لا علاقة لها بوباء كورونا,,زائف جزئي
هذا المقطع مجتزأ من عدة مشاهد وليس لسقوط الصاروخ الصيني,,مضلل
هذه الصور تعود لحريق في الهند وليس له علاقة بسقوط الصاروخ الصيني,,مضلل
هذه الصور قديمة وتعود لأحداث مختلفة ليس لها علاقة بالصاروخ الصيني,,مضلل
هذا المقطع يعود لانفجار مركبة “SpaceX” الأمريكية وليس له علاقة بالصاروخ الصيني,,مضلل
هذه الصورة تعود إلى روسيا عام 1944 ولا علاقة لها بمصر,,مضلل
مدينة أوشوايا لا تصوم 8 دقائق بل الصيام فيها يتجاوز الـ10 ساعات,,زائف جزئي
لقاح فايزر آمن لا يغيّر الحمض النووي البشري ولا يسبب مشاكل عصبية مثل الزهايمر,,زائف
هذه الصورة تعود لبقرة تبحث عن الطعام في مكب النفايات عام 2015 في الهند,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذا المقطع قديم ويعود لأحداث شغب في مدينة العيون بعد فوز الجزائر بكأس إفريقيا,,مضلل
هذا الفيديو لا يعود إلى المباراة التي تعرض فيها الملاكم راشد صويصات للضربة القاضية,,زائف جزئي
هذه الصورة في استراليا وليست لامراة سورية تستخدم ملابس ابناءها في الزراعة,,مضلل
هذه الصورة قديمة والتقطت لنيزك في الهند وليس لها علاقة بسوريا,,مضلل
هذا المقطع يعود لبرنامج غناء اوكراني وطرد المتسابق بسبب صوته وليس لأنه عربي,,زائف
لم يصدر قرار بإيقاف عقود الزواج لمدة عام في مصر من الجهات الرسمية بل ونفت رئاسة مجلس الوزراء المصري الادعاء,,زائف
منظمة الصحة العالمية لم تصرح بأن فيروس كورونا سينتهي في شهر ابريل سواء مع اللقاح أو بدونه,,زائف
هذا سيف يعود إلى حــاكم غرناطة محمد الثاني عشر,,مضلل
ادّعاء زائف: كل عربي يتزوج روسية يحصل على الجنسية الروسية ومبلغ 28 ألف دولار,,زائف
هذه الصورة تظهر شرطيين هولنديين قاما برعاية خمسة أطفال,,مضلل
فحص كورونا لفاكهة الكيوي إيجابي … زائف,,زائف
هذا المقطع معدّل تقنيّـاً فهو لا يظهر سمكة تخرج من الماء لمساعدة سمكة أخرى,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذه الصورة مفبركة بهدف السخرية والطائرة لم تُصوّر في مطار معيتيقة الليبي,,ساخر
ادعاءات زائفة: الكمامات قاتلة ، وفيروس كورونا تم تصنيعه ، وعلاجه هو الهيدروكسي كلوروكوين,,زائف
لم يقوم مالك نادي بيراميدز بعرض النادي للبيع بسبب هبوط المستوى وهذه الحسابات غير حقيقية,,زائف
الباحثة المصرية إلهام فضالي تنفي خبر ترشيحها لجائزة نوبل في الفيزياء,,زائف
هذه الصورة تعود لأحداث شغب في غينيا عام 2015 وليس لها علاقة بإثيوبيا,,مضلل
الصقور لا تصل إلى سن السبعين ولا تتخذ هذه القرارات لإطالة حياتها,,زائف
هذه الصورة تعود لقطار سريع في الصين وليس لها علاقة بالصومال,,مضلل
هذا المبنى ليس من تصميم العراقية زها حديد وإنما شركة هندسية في المكسيك,,مضلل
هذه الصورة مفبركة ، ولا علاقة لها بمشروع هضبة الأهرام الأثرية في مصر,,زائف
الطائر في الصورة ليس حقيقي والمعلومات الواردة ليست لأصغر طائر في العالم,,زائف
فحص PCR يُستخدم في تشخيص كورونا ولا تصل نسبة الخطأ فيه إلى 80%,,زائف
هذا المقطع مفبرك ولا يظهر شاب اندونيسي يرفع الاذان في برنامج المواهب,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذا المقطع يظهر امرأة فقدت وعيها ولم تتوف بمجرد الحكم عليها بالسجن المؤبد,,زائف جزئي
هذه صورة مطعم وليست صورة جمعية ولا وجود لجمعية باسم “الفاشلون المتحدون”,,زائف
مسابقة زائفة ولا تقوم شركة الإسناد العقاري على تقديم جوائز ومسابقات,,زائف
فيديو سقوط المطعم المعلق في البحرين مفبرك ولا علاقة له بالبحرين,,زائف
هذه الصورة لتصادم قطارين في تونس وليس لها علاقة بانقلاب قطار في مصر,,زائف جزئي
هذه قنبلة روسية شديدة الانفجار وليست قنبلة مصرية,,مضلل
رسالة رفض جامعة بيرن السويسرية لطلب ألبرت اينشتاين مفبركة ولا أساس لها من الصحة,,زائف
فيديو زائف يدّعي بأن لقاح الانفلونزا غير مجدٍ وأن لقاح كورونا يسبّب السرطان ويجب الابتعاد عنه,,زائف
هذا المقطع يعود لتدريب مشترك في الصين وليس انفجار حقيقي في محطة نطنز الإيرانية,,مضلل
هذا جسر موجود في البرتغال وليس في الجزائر,,مضلل
سارس-كوف-2 فيروس لم يتم تصنيعه ولا تتسبّب لقاحاته في تغيير الشيفرة الوراثية,,زائف
هذه الصورة تعود لمومياء تدعى ” طفل ديتمولد ” اكتشفت في بيرو ولا علاقة لها بليبيا,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
المظلي في الصورة قفز من تمثال المسيح نفسه وليس من طائرة,,مضلل
هذه الصورة تعود لتصميم فني وغير حقيقية وليست للطائرة الشبح التركية,,زائف
روسيا ليست أول دولة تشرّح جثث كوفيد-19 ولم يكشف تشريح الجثث عن عدم وجود فيروس,,زائف
هذه الصور للملكة اليزابيث وهي تبكي قديمة ولا علاقة لها بوفاة الأمير فيليب,,مضلل
هذا التمثال يعود إلى كليوباترا ولا وجود لطبيبة فرعونية اسمها ميريت بتاح,,مضلل
هذا الفيديو صُور في بنغلاديش ولا علاقة له بقناة السويس في مصر,,مضلل
هذه الصورة تعود إلى بجعة تم انقاذها في أمريكا وليس القبض عليها بتهمة الازعاج,,ساخر
هذه الصورة تعود لحريق اندلع في فندق بمحافظة صعدة اليمنية وليس الإسكندرية,,مضلل
الطفل مهند القدسي المصاب بالفشل الكلوي بخير ولم يتوفى على الهواء مباشرة,,مضلل
هذه الصورة قديمة لحريق في الصين وليست لمصنع نفرتيتي في مصر,,زائف جزئي
الكتلة الهوائية المُحمّلة بغاز ثاني أكسيد الكبريت لن يكون لها تأثير خطير على الشرق الأوسط,,زائف جزئي
صورة القطار هذه تعود إلى خمسينات القرن الماضي في أمريكا ولا تعود إلى قطار مصري,,زائف جزئي
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,,زائف
هذا المقطع يعود لتصوير مشاهد من أغنية روسية وليس لجثث كورونا,,مضلل
هذا المقطع ليس حقيقي ولا يعود إلى القمر بل هو عمل فني يظهر فيه المريخ,,مضلل
هذه الصورة التقطت لمبنى في سياتل أمريكا وليس لها علاقة باليابان,,مضلل
هذا ليس بركانًا يثور قاذفًا الزهور بل هو إعلان تجاري تمثيلي لشركة Sony,,مضلل
هذا المقطع يعود لتدريبات عسكرية للجيش الصربي وليس له علاقة بالمغرب,,مضلل
هذه الصور لطائر يهرب المخدرات في الكويت وليس له علاقة بمصر,,مضلل
لم تطلق شركة Apple هاتف iPhone 13 بعد وهذه تصاميم مُتوقعة ولا علاقة لها بالشركة,,مضلل
هذا الفيديو قديم ولا علاقة له بحادثة السفينة الجانحة في قناة السويس,,مضلل
هذه الصور تعود لاماكن مختلفة وليس لها علاقة بحريق حديث في مطار القاهرة,,مضلل
بعض صور هذا المنطاد تعود إلى الأردن وبعضها إلى دبي وليس إلى الجزائر,,مضلل
هذا المقطع يظهر حادث سير على الطريق السريع في البرازيل وليس البصرة العراقية,,مضلل
هذه الصورة ليست للسفينة نينه خاتون التركية بل تصميم فني,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
لا، لم تحظر اليابان لقاحات كوفيد 19، ولا صحة لهذه الادعاءات المتداولة حول زيادة معدل الوفيات بسبب اللقاح,,زائف
الكابتن مروة السلحدار ليست هي قبطان السفينة الجانحة في قناة السويس,,زائف
هذه الصورة لسمكة المجداف قديمة ولا يوجد دليل علمي لعلاقتها بالكوارث أو الزلازل,,زائف جزئي
فيديو زائف ينصح بعدم تلقّي لقاح كورونا ويدّعي بأنه يصنع من بقايا أجنة مجهضة,,زائف
لم تُسجل أعراض جانبية خطيرة إلا لحالة واحدة من 81 شخصا الذين ظهرت عليهم أعراض جانبية وتلقوا لقاح سبوتنيك بتونس,,زائف جزئي
فيروس كورونا حقيقي ولقاح كورونا آمن وليس مؤامرة للتخلص من أكثر من نصف البشرية,,زائف
لا يمكن علاج مرض السرطان بالامتناع عن تناول السكر أو بشرب الليمون,,زائف
قولة ابن خلدون المنقوشة على تمثاله في مدينة تونس صحيحةٌ ولا تتضمن خطأ لغويا,,مضلل
هذه الصورة لكاسحة ألغام أمريكية وليس لها علاقة بمصر,,مضلل
هذه صورة سيارة اقتحمت بيت عزاء عن طريق الخطأ في الكويت وليست امرأة اقتحمت حفل عقد قران,,مضلل
هذه صورة جسر للمشاة صممته شركة هندسة معمارية في الصين وليست المهندسة زها حديد,,مضلل
هذه الصورة تعود لرائدة الفضاء الروسية “ايلينا سيروفا” وليست تونسية,,مضلل
هذه صورة غواصة هندية غير نووية تدعى “كرانج” ولم تتعرض لحادث غرق أثناء انطلاقها,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذه صورة غواصة هندية غير نووية تدعى “كرانج” ولم تتعرض لحادث غرق أثناء انطلاقها,,مضلل
هذا المقطع يظهر حريق حافلة لطلاب في إيران وليس له علاقة بالعراق أو البحرين,,مضلل
خبر وفاة حارس مرمى سلافيا براغ غير صحيح وهو على قيد الحياة,,مضلل
هذه عملة ورقية تذكارية وليست حقيقية وغير صالحة للتداول,,مضلل
هذا المقطع قديم ويعود لعام 2011 وليس لمظاهرة حديثة في سوريا,,مضلل
فيديو زائف يدعي بأن لقاح كورونا غير آمن ويغير الشفرة الوراثية ويسبب العقم والسرطان,,زائف
هذا المقطع يعود لسقوط طلاب في جامعة بوليفيا وليس له علاقة بسوريا أو لبنان,,مضلل
هذه الصورة مفبركة ومدينة البندقية الإيطالية ليست بهذا الشكل,,زائف
هذه صورة برج قديم في إيطاليا وليس مكانًا للحصول على المال,,مضلل
لا وجود لمركز أبحاث الشمال في السودان والادعاء المنسوب إليه حول كورونا زائف,,زائف
هذه الصورة تعود إلى محطة الطاقة الشمسية المركزة نور في المغرب وليس في أسوان,,مضلل
هذه الفتاة ناشطة في حملة لتوزيع المصحف في ألمانيا ولم تطبعه على نفقتها الخاصة,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذه العملة غير حقيقية ولم يصدر مصرف لبنان ورقة مليون ليرة,,زائف
انطلاق حملة التطعيم ضد فيروس كوفيد-19 في السودان,,صحيح
هذه الصورة من أمريكا وليس لها علاقة بمستشفى السلط الأردني,,زائف جزئي
هذا الفيديو يحتوي على ادعاءات زائفة بأن اللقاحات غير آمنة وبأنه يسبب متلازمة جيلان باريه,,زائف
هذه صورة لفندق في السعودية وليست صورة مسجد,,مضلل
هذا المقطع يظهر لعبة محاكاة الطيران القتالي وليس لاسقاط طائرات مسيرة,,مضلل
خبر سرقة كرسي بابا الفاتيكان من العراق غير صحيح وعار من الصحة,,زائف
عقوبة استخدام الضوء العالي قديمة وطُبّقت تجريبيًا في الصين وليس اليابان,,مضلل
بعض هذه الصور تعود إلى زلازل قديمة في نيوزيلندا وليست حديثة,,مضلل
هذه الصورة تعود إلى شعيب بقر في السعودية وليس عين صالح في الجزائر,,مضلل
هذا المقطع قديم ويعود لحادث سير في السعودية وليس له علاقة بالناشط عبود العمري,,مضلل
هذه صور إتلاف ممنوعات في المغرب وليس إحباط تهريب المخدرات إلى الجزائر,,مضلل
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذا المقطع يُصوّر حادثة شجار ودهس جرت وقائعها في الصين وليس لبنان,,مضلل
هذه ليست صورة جو بايدن وهو يطلب العفو من ابن جورج فلويد,,مضلل
الشاب الذي يظهر في الصورة من مصر وهو ما زال على قيد الحياة ولم ينتحر,,زائف
تونس الدولة الوحيدة في إفريقيا التي لم يصلها اللقاح ضمن آلية كوفاكس – خبر زائف,,زائف
هذه الصور ليست لعملية تزهير مبان في مصر بل هي عمل فني لفنان إيطالي,,مضلل
هذا الطفل أجريت له جراحة تصحيح عيوب خلقية في إنجلترا وليس عملية زرع القلب في مصر,,مضلل
الفنان الروسي بويارسكي أغمي عليه قبل التطعيم ضد الإنفلونزا وليس بعد تلقيحه ضد كورونا,,مضلل
هذا المقطع تمثيلي ساخر وليس لعملية تطعيم إجباري في روسيا,,مضلل
هذه صورة قوس صخري في منتزه طبيعي وليست بحيرة صغيرة عكست صورة القمر,,مضلل
يظهر في هذه الصورة قمر من أقمار كوكب المريخ وليس كوكب الأرض,,مضلل
خبر وفاة الداعية محمد حسان غير صحيح وهو على قيد الحياة,,زائف
وفاة الفنان يوسف شعبان – خبر صحيح,,صحيح
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
تناول ماء الحمص لا يعالج رائحة الفم الكريهة ولا ينظف القولون من السموم,,مضلل
هذه الصورة قديمة وليست لعلم الثورة الامريكي فوق البيت الابيض,,مضلل
هذه الصورة لمظاهرة في الجزائر قديمة من عام 2019 وليست حديثة,,مضلل
هذه الصورة للطبيب ظافر الخياط من نابلس فلسطين وليس الجزائر,,مضلل
لقاح كورونا لا يحتوي على مواد خطيرة تغير الحمض النووي للبشر أو تسبب العقم,,زائف
هذه الصور تعود إلى مظاهرات قديمة في الجزائر وليست حديثة,,مضلل
هذه الصورة تعود لطائرة دون طيار على متن حاملة طائرات امريكية,,مضلل
ادّعاء أن لقاح فايزر يسبب العقم لدى النساء لا أساس علمي له,,زائف
هذه ليست صورة مورجان فريمان وهو يشرب الشاي بثياب مغربية,,زائف
إندونيسيا استخدمت فعلا طائرات حربية من طراز إف-16 لإيقاظ المسلمين وقت السحور,,صحيح
ليس صحيحًا أن فيروس كورونا يقتل نفسه بالطفرة الجديدة وسينتهي خلال شهرين,,زائف
ارتداء الكمامة لفترة طويلة لا يتسبب في زيادة مستويات غاز ثاني أكسيد الكربون في الدم,,زائف
مسحات كورونا لا تحتوي على لقاح كورونا و لقاح فايزر ومودرنا لا يغير الحمض النووي,,زائف
هل تريد المساعدة في مكافحة التضليل؟ ساعد مجتمعك على وقف انتشار المعلومات الخاطئة والمضللة,,
"Fatabyyano announces the launch of “Kinan” the smart fact-checking assistant, in partnership with Meedan",,
جيبوتي -Djibouti حملة COVID-19 vs F19,,
اليمن -Yemen حملة COVID-19 vs F19,,
